ACO_Num,year,ACO_State,Start_Date,Track1,Track2,Adv_Pay,N_AB,Sav_rate,MinSavPerc,BnchmkMinExp,GenSaveLoss,EarnSaveLoss,QualScore,UpdatedBnchmk,HistBnchmk,ABtotBnchmk,ABtotExp,Adv_Pay_Amt,Adv_Pay_Recoup,QualPerfShare,FinalShareRate,Per_Capita_Exp_ALL_ESRD_BY1,Per_Capita_Exp_ALL_DIS_BY1,Per_Capita_Exp_ALL_AGDU_BY1,Per_Capita_Exp_ALL_AGND_BY1,Per_Capita_Exp_ALL_ESRD_BY2,Per_Capita_Exp_ALL_DIS_BY2,Per_Capita_Exp_ALL_AGDU_BY2,Per_Capita_Exp_ALL_AGND_BY2,Per_Capita_Exp_ALL_ESRD_BY3,Per_Capita_Exp_ALL_DIS_BY3,Per_Capita_Exp_ALL_AGDU_BY3,Per_Capita_Exp_ALL_AGND_BY3,Per_Capita_Exp_ALL_ESRD_PY,Per_Capita_Exp_ALL_DIS_PY,Per_Capita_Exp_ALL_AGDU_PY,Per_Capita_Exp_ALL_AGND_PY,Per_Capita_Exp_TOTAL_PY,CMS_HCC_RiskScore_ESRD_BY1,CMS_HCC_RiskScore_DIS_BY1,CMS_HCC_RiskScore_AGDU_BY1,CMS_HCC_RiskScore_AGND_BY1,CMS_HCC_RiskScore_ESRD_BY2,CMS_HCC_RiskScore_DIS_BY2,CMS_HCC_RiskScore_AGDU_BY2,CMS_HCC_RiskScore_AGND_BY2,CMS_HCC_RiskScore_ESRD_BY3,CMS_HCC_RiskScore_DIS_BY3,CMS_HCC_RiskScore_AGDU_BY3,CMS_HCC_RiskScore_AGND_BY3,CMS_HCC_RiskScore_ESRD_PY,CMS_HCC_RiskScore_DIS_PY,CMS_HCC_RiskScore_AGDU_PY,CMS_HCC_RiskScore_AGND_PY,N_AB_Year_ESRD_BY3,N_AB_Year_DIS_BY3,N_AB_Year_AGED_Dual_BY3,N_AB_Year_AGED_NonDual_BY3,N_Ben_Age_0_64,N_Ben_Age_65_74,N_Ben_Age_75_84,N_Ben_Age_85plus,N_Ben_Female,N_Ben_Male,N_Ben_Race_White,N_Ben_Race_Black,N_Ben_Race_Asian,N_Ben_Race_Hisp,N_Ben_Race_Native,N_Ben_Race_Other,CapAnn_INP_All,CapAnn_INP_S_trm,CapAnn_INP_L_trm,CapAnn_INP_Rehab,CapAnn_INP_Psych,CapAnn_INP_Other,ADM,ADM_S_Trm,ADM_L_Trm,ADM_Rehab,ADM_Psych,readm_Rate_1000,prov_Rate_1000,P_SNF_ADM,P_EDV_Vis,P_EDV_Vis_HOSP,P_CT_VIS,P_MRI_VIS,P_EM_Total,P_EM_PCP_Vis,P_EM_SP_Vis,P_Nurse_Vis,P_FQHC_RHC_Vis,N_CAH,N_FQHC,N_RHC,N_ETA,N_Fac_Other,N_PCP,N_Spec,N_NP,N_PA,N_CNS,ACO_NAME,N_AB_Year,N_AB_Year_ESRD,N_AB_Year_DIS,N_AB_Year_AGED_Dual,N_AB_Year_AGED_NonDual,CapAnn_HSP,CapAnn_SNF,CapAnn_OPD,CapAnn_PB,CapAnn_AmbPay,CapAnn_HHA,CapAnn_DME,CHF_ADM,COPD_ADM,PNEU_ADM
A65596,2014,Florida,7/1/12,1,0,0,7086,0.0011,0.0338,81182,0,0,0.86,10664,10589,73122210,73041028,,,0.5,0.43,91087,8556,14620,8892,78033,8119,17189,9257,76666,7685,17886,9977,81732,9272,14290,9748,10652,1.037,1.063,1.096,1.013,1.019,1.08,1.048,1.028,1.072,1.078,1.065,1.015,1.025,1.055,0.995,1.025,69,1175,469,5788,1299,3195,1850,742,4052,3034,6161,698,*,84,*,104,3261,2899,213,133,74,0,383,357,5,8,13,202,812,102,638,281,914,348,11234,4407,6217,541,68,0,0,0,0,0,27,59,17,1,0,"Integrated Care Alliance, LLC",6857,70,1008,363,5416,261,1204,1199,4066,124,599,294,17.49993924,10.49996354,8.604136791
A27119,2014,"Alabama,  Florida",7/1/12,1,0,0,9725,0.024,0.0303,2357834,0,0,0.88,10457,10251,98278374,95920540,,,0.5,0.44,69131,8652,12171,9182,67072,8622,12271,9504,76193,8739,10797,9302,79409,9396,12567,9431,10206,1.008,1.013,1.035,1.047,1.002,1.074,1.03,1.053,1.01,1.095,1.023,1.076,0.95,1.106,1.092,1.102,100,1883,641,6506,2075,4095,2528,1027,5566,4159,8075,1306,108,24,19,193,2826,2543,160,71,74,0,379,349,6,4,19,177,733,90,851,269,764,361,10596,3663,4611,1391,931,0,5,1,0,0,31,39,21,0,0,"Accountable Care Coalition of Northwest Florida, LLC",9398,82,1636,509,7171,233,913,2082,3344,142,564,380,15.10906189,12.981025,10.21457705
A65307,2014,North Carolina,4/1/12,1,0,0,4866,0.0458,0.0397,1825671,1825671,0,0,8421,8470,39903071,38077400,,,0.5,0,63107,7458,11687,7982,64407,8038,12544,7952,62095,7164,11891,7610,56995,7581,9710,7287,8036,1.026,1.081,1.031,1.009,1.012,1.11,1.066,1.012,0.988,1.08,1.081,1.009,0.877,1.04,0.937,0.988,33,989,383,3590,1145,2104,1180,437,2898,1968,4563,237,*,*,*,33,2027,1817,*,*,87,0,248,232,*,*,11,128,800,51,752,168,528,275,9226,5117,3464,633,12,0,0,0,0,2,37,38,16,0,0,"Accountable Care Coalition of Caldwell County, LLC",4739,48,962,369,3360,345,570,2280,2212,102,314,324,5.908939029,9.285475617,16.03854879
A99401,2014,New York,4/1/12,1,0,0,5061,-0.0667,0.0388,-2686445,0,0,0.89,8207,7904,40259112,42945557,,,0.5,0.44,64967,5646,10826,7175,59435,6364,9688,7495,74132,7183,9111,7591,68097,7489,11872,8462,8755,1.075,0.98,1.037,1.074,1.086,0.948,1.049,1.059,1.055,0.997,1.093,1.063,1.084,0.968,1.113,1.096,23,806,333,4254,870,1999,1424,768,2923,2138,4920,16,*,*,30,82,3116,3010,0,83,35,0,326,318,0,4,4,154,796,81,739,241,715,198,8479,5208,2809,450,12,0,0,0,0,0,13,0,2,0,0,"Accountable Care Organization of the North Country, LLC",4905,18,698,307,3882,164,696,2245,1996,163,260,366,16.30850251,17.12392763,13.65837085
A92107,2014,Maine,7/1/12,1,0,0,13408,-0.017,0.028,-1941029,0,0,0.93,8715,8614,113920970,115861999,,,0.5,0.47,72470,7649,9818,7391,64037,7516,10227,7552,74703,7702,10821,7985,68032,7935,10539,8340,8864,0.951,0.984,0.952,0.962,1.013,0.991,0.954,1,1.034,0.982,0.97,0.995,1.019,0.933,0.932,1.024,60,3809,2766,8597,3726,4582,3543,1557,7626,5782,13109,64,28,*,*,179,2525,2337,5,151,44,0,296,280,0,10,6,167,781,55,927,156,561,219,8226,3556,3183,1118,369,2,3,3,0,10,157,417,66,2,0,Central Maine ACO,13071,64,3316,1992,7700,238,611,2865,2016,141,426,286,12.85247072,11.24591188,10.25137546
A18256,2014,Wisconsin,4/1/12,1,0,0,11396,0.0658,0.0292,11715745,11715745,4425989,0.77,16671,15546,178155185,166439440,,,0.5,0.39,94240,10051,13737,14615,95804,10519,12694,15457,96301,10261,13894,14913,88074,10586,13066,15473,15574,1.121,1.163,1.027,1.277,1.086,1.152,1.028,1.308,1.08,1.16,1.019,1.304,1.128,1.171,1.067,1.404,278,3487,1500,5475,4228,3309,2253,1606,6436,4960,6805,3331,353,607,54,246,5987,5043,669,347,114,5,599,546,17,18,18,234,758,221,1346,458,842,232,9979,4567,3594,1217,601,0,7,0,0,1,121,343,58,0,0,"Accountable Care Coalition of Southeast Wisconsin, LLC",10687,300,3481,1532,5373,830,2513,2877,3472,326,387,233,23.95508422,14.12975671,10.66749844
A70756,2014,"South Carolina,  Georgia",4/1/12,1,0,0,9491,-0.0451,0.0305,-4108217,0,0,0.92,9916,9739,91067811,95176028,,,0.5,0.46,73735,9054,12195,8610,74636,9277,14462,8576,70261,9259,15141,8340,69571,11245,12119,9027,10363,1.001,1.183,1.079,1.055,1.023,1.138,1.095,1.037,0.994,1.154,1.102,1.032,0.985,1.152,1.101,1.065,112,1042,228,6266,1675,4450,2367,999,5037,4454,6782,2445,76,*,*,153,3237,2714,160,275,124,1,343,308,4,17,14,158,748,78,703,200,738,367,11016,5418,4968,611,19,0,0,0,0,0,35,57,10,0,0,"Accountable Care Coalition of Coastal Georgia, LLC",9184,146,1220,233,7585,381,972,1639,3653,218,339,317,11.32363082,7.40391246,7.730555656
A51059,2014,Mississippi,4/1/12,1,0,0,5548,0.009,0.0374,460775,0,0,0.79,9454,9285,51097428,50636653,,,0.5,0.4,69703,8495,14024,7976,77981,8847,12822,8046,67037,10046,10945,8275,68228,9479,11273,8429,9368,1.027,1.154,1.017,0.997,1.03,1.122,1.074,1.015,1.045,1.193,0.982,1.019,1.019,1.128,0.981,1.03,45,1064,309,4145,1170,2446,1475,457,3176,2372,4538,825,102,*,*,67,3073,2637,191,199,113,0,380,350,6,11,13,177,715,43,830,248,643,293,9202,3812,4256,1077,58,0,0,0,0,0,14,19,10,2,0,"Physicians Collaborative Trust of the Mississippi Gulf Coast, LLC",5405,53,928,328,4096,255,426,1994,2707,94,734,365,17.7613321,11.47086032,10.91581869
A20167,2014,"New Hampshire,  Vermont",4/1/12,1,0,1,6254,0.0021,0.0355,114953,0,0,0.92,8823,8449,53774663,53659711,1714876,0,0.5,0.46,72485,7655,10509,7965,68100,7218,11363,7780,83960,8681,9362,8379,59415,8151,12240,8560,8804,0.968,0.894,0.922,0.903,1.161,0.909,0.893,0.892,0.979,0.882,0.851,0.886,0.949,1.009,0.939,0.996,15,989,207,4402,1245,2437,1691,881,3396,2858,6139,15,*,*,*,81,2969,2786,12,105,78,0,270,257,0,5,8,144,799,59,808,33,290,131,7922,277,2546,523,4577,0,12,0,0,0,36,18,16,1,0,North Country ACO,6095,20,1058,248,4769,105,860,3194,1253,155,403,226,11.81263843,12.79702497,11.97670285
A55129,2014,Michigan,7/1/12,1,0,0,14305,0.1126,0.0274,19074154,19074154,8147793,0.87,12244,12701,169439249,150365095,,,0.5,0.44,88977,9983,14855,13151,89303,10656,16180,12634,96871,10216,14887,11420,82906,9550,12781,10119,10866,0.999,1.158,1.174,1.276,1.051,1.185,1.134,1.271,1.091,1.146,1.112,1.252,1.037,1.107,1.064,1.193,119,2582,866,8884,3516,5349,3541,1899,8419,5886,12359,1275,195,123,17,336,3811,3311,227,238,117,0,436,401,7,14,14,216,792,97,809,329,811,229,10020,5008,4303,699,10,0,0,0,0,8,175,420,64,2,0,"Oakwood Accountable Care Organization, LLC",13838,129,2899,964,9845,185,1010,2034,3291,151,602,197,16.62039853,16.25908552,10.26128953
A30913,2014,Florida,7/1/12,1,0,1,6244,0.0082,0.0355,499181,0,0,0.85,9997,10035,60719613,60220432,1619368,0,0.5,0.43,76639,9171,13830,8161,76496,9425,13534,8344,69110,9609,15318,9029,69379,10648,11105,8932,9915,0.944,1.13,1.058,1.027,1.061,1.131,1.098,1.075,1.044,1.168,1.113,1.077,1.037,1.183,1.124,1.099,58,905,286,4148,1136,2971,1575,562,3606,2638,4860,1094,90,*,*,166,2762,2483,82,140,68,0,354,333,3,8,9,193,798,51,672,262,828,303,11240,4655,5894,687,3,0,0,0,0,0,36,8,14,0,0,"Accountable Care Partners, LLC",6074,66,848,257,4904,227,457,1464,4290,106,594,252,12.84232479,10.20800176,13.83019593
A09897,2014,South Carolina,7/1/12,1,0,0,19830,0.0144,0.0251,2644603,0,0,0.88,9524,9401,183185832,180541229,,,0.5,0.44,86398,7801,13458,8261,84767,7603,13324,8508,85182,8263,12706,8618,83095,8098,13684,8675,9386,1.025,0.981,1.052,0.952,1.044,0.999,1.01,0.966,0.996,0.979,1.031,0.979,0.961,0.952,1.036,0.986,123,2372,639,12115,3749,9516,4890,1675,11372,8458,15483,3769,168,*,*,366,2741,2385,58,265,55,0,302,279,2,16,6,165,778,54,630,181,807,310,11358,5239,5010,1079,30,0,0,1,0,0,15,69,5,0,0,"Accountable Care Coalition of The Tri-Counties, LLC",19234,162,2742,643,15688,358,580,1553,3570,180,437,283,12.00987826,11.1260344,7.486677354
A67345,2014,Georgia,7/1/12,1,0,0,38331,0.0255,0.0232,8924924,8924924,3783610,0.87,9409,9321,349555310,340630386,,,0.5,0.43,60674,8454,13128,7964,66778,8264,12257,8055,74144,8603,12044,8151,73162,9273,11781,7897,9168,0.939,1.074,1.013,0.985,0.937,1.099,1.043,1.006,0.946,1.078,1.033,1.01,0.964,1.071,0.972,1.022,508,3889,735,28016,6519,18205,9934,3673,21461,16870,32157,5018,289,219,20,628,2737,2510,101,109,67,3,292,276,2,5,9,163,727,40,643,213,733,305,9379,2959,5397,1016,8,0,0,0,0,11,246,1142,249,12,8,"WellStar Health Network, LLC",37152,581,4467,812,31292,270,410,1970,3301,215,392,232,15.61133167,7.859498015,10.30886212
A88776,2014,"Maryland,  Pennsylvania,  West Virginia",7/1/12,1,0,1,5181,-0.0493,0.0385,-2398290,0,0,0.88,9660,9367,48674438,51072728,1513576,0,0.5,0.44,83710,7496,10023,7754,99172,7758,11696,8587,65775,9501,12071,9245,63577,11170,12376,9523,10136,1.004,1.025,1.037,0.995,1.12,1.04,1.033,0.986,1.055,1.037,1.014,0.981,1.114,1.105,1.066,0.974,18,714,366,4299,765,2254,1540,622,2822,2359,5090,*,*,0,*,56,3915,3839,7,66,*,0,287,282,0,*,*,119,814,75,732,189,841,279,8366,4108,3510,727,22,0,0,0,0,0,18,1,7,0,0,MARYLAND ACCOUNTABLE CARE ORGANIZATION OF WESTERN MD LLC,5039,23,582,311,4123,128,754,2638,2400,138,265,278,10.51865573,7.938608097,11.90791215
A47438,2014,"Maryland,  Delaware",7/1/12,1,0,1,12735,-0.1174,0.0284,-14191575,0,0,0.81,9728,9708,120879451,135071027,1559176,0,0.5,0.41,76919,10621,12524,8482,81614,10311,12199,8790,70103,9778,12544,8812,83979,11620,15830,10001,10870,1.037,1.183,1.059,1.02,1.028,1.167,1.063,1.017,1.037,1.163,1.046,1.021,1.1,1.136,1.066,1.031,77,1309,514,8511,1829,5987,3453,1466,7571,5164,10753,1679,37,*,*,230,4010,3819,16,146,38,0,309,296,0,8,5,163,819,68,668,233,708,299,10296,4459,5114,710,13,0,0,0,0,0,31,5,6,0,0,MARYLAND ACCOUNTABLE CARE ORGANIZATION OF EASTERN SHORE LLC,12426,71,1355,574,10426,157,695,2370,3361,148,369,257,13.84250131,11.34763189,9.81851837
A64629,2014,Florida,7/1/12,1,0,0,12478,-0.0118,0.0285,-1406139,0,0,0.9,9853,9892,119226937,120633075,,,0.5,0.45,59053,8752,10545,8259,65452,9622,12242,8816,68775,9952,13799,9197,78475,9617,15142,9212,9969,1.044,1.149,1.052,1.055,1.025,1.146,1.032,1.087,0.998,1.166,1.092,1.112,1.012,1.132,1.131,1.102,79,1338,350,8231,2086,5741,3461,1190,7199,5279,11433,528,*,188,*,224,2673,2402,107,141,43,0,298,279,4,8,8,168,820,50,573,201,686,306,12429,4436,7155,809,29,0,0,0,0,1,65,138,40,0,0,"Florida Medical Clinic ACO, LLC",12100,91,1474,381,10154,186,505,1442,4489,90,513,302,12.64436685,8.18164914,7.272577013
A39855,2014,North Carolina,4/1/12,1,0,0,8340,-0.0095,0.0317,-619304,0,0,0.74,7989,7983,64910038,65529342,,,0.5,0.37,68499,7054,9744,6942,71973,7888,10292,6837,64488,7576,10043,6881,66397,7707,9914,7387,8065,0.945,1.049,1.007,0.935,0.945,1.071,1.01,0.926,0.929,1.063,0.999,0.91,0.995,1.077,0.983,0.937,91,1680,732,5983,1902,3664,2106,668,4469,3871,6259,1948,32,*,*,79,2677,2465,*,47,135,0,272,253,*,*,15,161,783,46,758,194,675,227,9653,5125,3602,891,35,0,0,0,0,0,23,2,4,0,0,"Accountable Care Coalition of Eastern North Carolina, LLC",8125,55,1554,692,5823,117,432,1495,2852,175,313,266,12.67731315,7.01560048,7.2617619
A18428,2014,Georgia,4/1/12,1,0,0,6049,0.0328,0.0359,1743339,0,0,0.77,9046,9210,53203948,51460609,,,0.5,0.38,58178,8298,11178,7641,69108,7536,12992,8333,62705,7803,12280,9050,77574,8636,10498,8037,8749,0.944,1.02,1.041,0.988,0.94,1.007,1.017,1.018,0.973,1.015,1.071,1.025,0.973,0.963,0.964,0.992,35,733,197,4548,1051,2812,1580,606,3360,2689,5434,530,*,*,*,55,2556,2277,107,123,81,0,288,267,3,7,10,142,750,58,646,197,675,352,9728,4167,4983,548,31,0,0,0,0,0,0,0,0,0,0,"Accountable Care Coalition of Greater Athens Georgia, LLC",5882,48,786,170,4878,269,550,1428,3312,197,431,272,17.1722467,11.90155712,9.011178963
A82596,2014,"New York,  Connecticut",4/1/12,1,0,0,14481,-0.0736,0.0273,-8655583,0,0,0.85,8319,8130,117547029,126202612,,,0.5,0.42,80555,7588,10300,8139,78956,7753,7110,8165,74792,7318,9808,7783,78238,8679,10905,8630,8932,0.993,0.949,0.898,1.009,0.995,0.926,0.877,0.99,0.969,0.915,0.941,0.959,1,0.905,0.963,0.99,43,963,162,11254,1771,6661,4252,1797,8135,6346,13514,258,*,94,*,527,2741,2496,26,169,66,0,233,218,1,9,5,162,858,40,484,158,647,327,9875,2859,6362,642,12,0,0,0,0,0,68,248,37,0,0,"Accountable Care Coalition of Mount Kisco, LLC",14130,52,1160,258,12660,70,512,1489,3756,61,376,152,8.63416274,7.501813528,5.944833362
A16226,2014,Tennessee,7/1/12,1,0,1,5148,0.0603,0.0386,2543570,2543570,1057032,0.85,8377,8410,42174602,39631031,1443580,1057032.308,0.5,0.42,82890,8512,12789,7556,74709,9663,13869,7888,79053,9256,15201,7457,64899,9757,11540,7108,7872,0.952,1.303,1.215,1.097,0.977,1.228,1.198,1.093,1.001,1.264,1.356,1.089,1.072,1.184,1.114,1.058,32,461,87,4527,562,2412,1606,568,2942,2206,4532,507,*,*,0,90,2051,1837,*,113,83,1,246,228,*,*,10,141,753,41,542,152,721,310,8481,3143,4552,778,8,0,0,0,0,0,15,22,2,0,0,St. Thomas Medical Group PLLC,5035,44,357,86,4548,74,376,1458,3218,61,531,207,13.50657949,9.534056112,7.746420591
A38110,2014,Florida,7/1/12,1,0,0,16587,0.0124,0.0264,2209264,0,0,0.91,11063,10891,177715270,175506006,,,0.5,0.46,74879,8570,14704,10265,74983,9241,13256,9908,67076,9584,13333,10276,64472,10221,15920,10251,10926,1.032,1.093,1.055,1.112,1.091,1.116,1.056,1.149,1.012,1.111,1.011,1.144,1.048,1.174,1.202,1.178,160,2044,500,12918,2686,7026,4846,2029,9163,7424,14979,1040,142,100,17,309,3114,2770,56,251,68,0,366,340,1,15,9,178,796,81,660,265,788,355,12705,5415,6180,1098,13,0,0,0,0,0,48,69,15,1,0,"Medical Practitioners for Affordable Care, LLC",16064,154,1996,452,13462,475,919,1406,4267,93,684,225,13.63332175,11.76574343,10.33393338
A80026,2014,Oregon,7/1/12,1,0,0,8342,-0.1221,0.0317,-8666643,0,0,0.79,8781,8495,71002853,79669496,,,0.5,0.39,78087,7823,12561,7845,60942,7426,10737,8120,72648,7572,9907,8039,86777,8863,12433,9275,9853,0.93,0.931,0.92,0.987,0.949,0.934,0.898,0.954,0.908,0.918,0.889,0.967,1.014,0.942,0.943,1.002,45,1270,448,7166,1460,3680,2281,921,4516,3826,8047,19,41,25,90,120,4022,3992,7,*,*,0,285,284,0,*,*,172,769,67,727,146,546,281,8347,4453,2309,1192,394,0,0,2,0,0,46,66,15,0,1,"North Bend Medical Center, Inc.",8086,46,1145,510,6385,196,855,2031,2369,196,257,321,13.35655615,5.936247179,8.533355319
A61297,2014,Massachusetts,7/1/12,1,0,1,9329,-0.0349,0.0307,-2919768,0,0,0.92,9145,9162,83737556,86657324,2125984,0,0.5,0.46,90198,9932,11978,9067,92008,9964,10551,8368,109458,10172,11350,8521,98960,9252,11195,9017,9464,1.079,1.113,1.119,1.046,1.05,1.096,1.067,1.054,1.079,1.098,0.989,1.036,1.132,1.003,1.064,1.031,35,611,164,7235,991,4401,2810,1127,5529,3800,9081,53,*,*,*,171,3222,2778,193,198,99,0,278,252,7,10,9,137,854,57,518,200,616,304,10069,3717,5054,1295,4,0,0,0,0,0,39,52,9,0,0,"Harbor Medical Associates, PC",9156,40,688,156,8272,90,550,1792,3113,143,711,151,13.21465626,8.627750778,8.518538743
A44053,2014,Texas,7/1/12,1,0,1,5713,-0.0882,0.0369,-4451385,0,0,0.92,9040,8915,50453499,54904885,1758448,0,0.5,0.46,61910,7946,13011,7983,84398,8981,11910,8138,71033,8240,14386,8585,73648,9954,14012,9316,9838,1.003,1.088,1.132,1.089,1.013,1.097,1.142,1.081,1.007,1.079,1.066,1.066,1.081,1.084,1.128,1.082,33,560,187,5666,818,2301,1841,753,3478,2235,5169,297,41,96,23,87,3217,2280,125,734,117,14,300,239,4,45,11,141,761,39,625,164,628,331,10280,4940,5073,238,29,0,0,0,0,1,21,24,4,0,0,"Texoma ACO, LLC",5581,27,639,165,4750,235,427,1360,3160,83,1305,272,10.21337594,7.167281361,12.18437831
A87823,2014,New York,7/1/12,1,0,0,15474,-0.0272,0.0268,-4097701,0,0,0.94,9981,10328,150687172,154784874,,,0.5,0.47,76931,9417,11195,9577,71960,8916,11052,9958,68367,10266,10907,9671,79478,10170,11485,9570,10253,1.052,1.114,0.97,1.223,1.043,1.13,0.991,1.228,1.072,1.121,1.034,1.229,1.011,1.024,1.007,1.175,83,1387,888,11521,2210,6782,4323,2159,8915,6559,12841,1322,313,330,13,655,2852,2636,16,108,105,0,251,238,1,5,7,164,817,37,438,176,671,391,11922,4131,7624,164,2,0,0,0,0,0,68,124,7,0,0,"Beacon Health Partners, LLP",15097,111,1588,832,12566,65,490,1532,4941,50,383,203,10.3994171,7.683645757,5.961449295
A89093,2014,"Missouri,  Kansas",7/1/12,0,1,0,13423,0.0284,0.02,3691184,3691184,2064318,0.95,9957,9659,129803406,126112221,,,0.6,0.57,74083,8590,11492,8377,66498,10028,15545,9849,74643,8912,13412,9189,78399,10649,13403,8907,9674,1.084,1.096,1.065,1.055,1.041,1.116,1.076,1.078,1.036,1.116,1.033,1.049,1.025,1.128,1.039,1.061,32,1219,279,8314,2127,5569,3929,1798,7705,5718,12935,275,20,29,21,143,3358,3068,194,87,42,5,314,297,6,5,7,170,804,66,596,186,707,241,8964,3575,3883,1474,31,0,0,0,0,4,74,179,89,0,1,Heartland Regional Medical Center,13036,84,1624,299,11029,346,609,2672,2227,92,365,280,11.65972027,7.364033854,11.12275947
A97325,2014,California,7/1/12,1,0,0,22479,0.033,0.0248,8112768,8112768,3496096,0.88,11165,11339,245867954,237755187,,,0.5,0.44,108530,11135,15413,10058,102097,10549,15809,10161,109049,11190,15248,10486,100960,9557,12640,10219,10797,1.089,1.059,1.05,1.015,1.058,1.035,0.996,0.999,1.053,1.011,1.046,1,1.038,0.997,0.984,0.988,123,1457,767,16492,2394,10714,6137,3234,13116,9363,19752,584,706,304,25,1108,3642,3436,12,163,63,0,240,230,0,6,5,136,800,55,584,175,552,317,9867,3877,5696,288,6,0,0,0,0,0,190,50,8,0,0,John Muir Physician Network,22021,128,1637,891,19365,252,863,1567,4124,120,557,155,8.491926237,3.950789212,5.176896209
A65526,2014,Texas,7/1/12,1,0,0,40911,0.1096,0.0229,52931447,52931447,22723305,0.88,12131,12246,483034702,430103255,,,0.5,0.44,110129,13262,15365,10285,109095,13791,15640,10333,95601,14532,16467,10259,84500,11702,14888,9263,10802,1.063,1.169,0.997,1.034,1.065,1.204,1.034,1.027,1.04,1.265,1.076,1.044,1.036,1.215,1.048,1.015,344,2616,1902,25228,5256,19947,11081,4627,24305,16606,32419,4374,1539,1215,42,1322,3774,2668,691,513,75,0,339,285,19,28,8,176,732,57,595,214,731,327,10095,3887,5206,993,8,0,0,0,0,17,250,161,52,5,1,Memorial Hermann Accountable Care Organization,39818,523,3445,2411,33439,222,765,1779,3567,145,918,213,13.8882494,7.383626265,8.438430017
A40874,2014,"New York,  Pennsylvania",7/1/12,1,0,0,6816,0.0643,0.0344,3969635,3969635,1794027,0.92,9362,9084,61704178,57734542,,,0.5,0.46,70555,6261,9547,8032,71894,7007,10672,8086,63435,7928,12158,8598,68734,7931,10355,8063,8759,1.116,1.072,1.009,1.157,1.081,1.065,1.077,1.141,1.036,1.067,1.099,1.149,1.028,1.064,1.125,1.159,75,1975,562,4620,2125,2119,1602,970,3679,3137,6411,157,*,110,*,117,2750,2366,71,197,143,0,320,283,2,13,22,174,806,84,934,217,702,206,8902,3721,2947,2228,6,0,0,0,0,13,61,114,42,2,0,"Chautauqua Region Associated Medical Partners, LLC",6591,56,1869,627,4039,147,815,1767,2623,197,458,328,11.53072965,6.372245331,9.558367997
A39908,2014,North Carolina,7/1/12,1,0,0,16895,0.0365,0.0262,4934394,4934394,2269705,0.94,8255,8219,135236150,130301756,,,0.5,0.47,60820,7791,11784,7426,57094,7692,11550,7325,65408,7770,10743,7440,60349,7430,10894,7320,7954,0.991,1.113,0.97,0.974,0.988,1.108,0.956,0.964,0.977,1.071,0.975,0.962,1.04,1.1,1.054,1.065,128,1635,635,10854,2782,7422,4680,2011,9754,7141,15363,1182,97,*,*,173,2215,1990,53,144,37,0,264,248,2,9,5,155,797,47,590,177,679,269,10058,4216,4544,1289,10,0,0,0,0,0,0,0,0,0,0,"Cornerstone Health Care, PA",16382,144,2088,703,13448,219,484,1553,2839,98,424,293,11.04843099,7.813255065,10.43802044
A34413,2014,North Carolina,7/1/12,1,0,0,35751,0.0116,0.0234,3573666,0,0,0.85,8876,8633,307105802,303532135,,,0.5,0.43,61368,8129,11277,7312,63769,8619,12575,7571,66470,8067,13372,7532,64150,8615,11280,7734,8773,0.987,1.115,1.038,0.977,0.959,1.089,1.042,0.963,0.991,1.076,1.033,0.954,0.964,1.105,1.02,1.012,428,5854,1840,28783,7396,14880,9108,4367,20541,15210,28636,6282,238,142,30,423,2720,2415,153,110,76,1,318,297,5,6,9,172,761,71,722,231,699,268,9527,3880,4684,940,22,0,0,0,0,6,411,751,134,0,0,"Triad Healthcare Network, LLC",34599,445,5724,1639,26791,256,680,1922,2629,122,433,259,17.80406854,7.052260914,10.11594803
A01334,2014,New Jersey,1/1/13,1,0,0,18427,-0.119,0.0256,-19507375,0,0,0.86,9108,8978,163881424,183388799,,,0.5,0.43,78693,8219,12733,8570,87780,9547,13611,8367,79442,8517,12821,8448,79655,9715,15958,9564,10192,1.074,1.105,1.167,1.093,1.042,1.114,1.141,1.066,1.057,1.065,1.169,1.057,1.002,1.065,1.133,1.058,80,1541,428,11912,2687,8529,5139,2072,10663,7764,16316,1464,183,*,*,299,3315,2912,84,313,48,0,308,287,2,15,4,150,811,51,603,216,898,320,10693,3918,5999,769,7,0,0,0,0,2,146,275,57,1,2,"AtlantiCare Health Solutions, Inc.",17993,111,2000,502,15379,187,527,1778,3953,81,394,230,12.00483528,6.391463228,6.280307346
A52780,2014,Texas,7/1/12,1,0,0,14020,0.0781,0.0276,12612997,12612997,5260901,0.85,11882,12379,161551967,148938971,,,0.5,0.43,87649,11923,20667,11805,76981,10817,19744,10983,69400,11174,17048,10030,76258,10480,14445,9140,10954,1.016,1.211,1.112,1.062,1.003,1.178,1.146,1.056,0.984,1.182,1.122,1.049,0.956,1.147,1.019,1,247,1837,856,10030,2531,6345,3558,1586,8438,5582,9704,3520,160,362,34,240,3549,2443,482,551,121,47,327,266,13,31,13,152,722,52,722,209,864,351,9556,4231,4619,699,8,0,0,0,0,5,126,190,29,3,0,Methodist Patient Centered ACO,13597,271,1762,776,10787,224,716,1881,3533,124,1108,199,11.54680624,8.016572486,6.472095218
