ACO_Num,year,ACO_Name,ACO_State,Adv_Pay,N_AB,Sav_rate,MinSavPerc,BnchmkMinExp,GenSaveLoss,EarnSaveLoss,QualScore,UpdatedBnchmk,HistBnchmk,ABtotBnchmk,ABtotExp,Adv_Pay_Amt,Adv_Pay_Recoup,QualPerfShare,FinalShareRate,Per_Capita_Exp_ALL_ESRD_BY1,Per_Capita_Exp_ALL_DIS_BY1,Per_Capita_Exp_ALL_AGDU_BY1,Per_Capita_Exp_ALL_AGND_BY1,Per_Capita_Exp_ALL_ESRD_BY2,Per_Capita_Exp_ALL_DIS_BY2,Per_Capita_Exp_ALL_AGDU_BY2,Per_Capita_Exp_ALL_AGND_BY2,Per_Capita_Exp_ALL_ESRD_BY3,Per_Capita_Exp_ALL_DIS_BY3,Per_Capita_Exp_ALL_AGDU_BY3,Per_Capita_Exp_ALL_AGND_BY3,Per_Capita_Exp_ALL_ESRD_PY,Per_Capita_Exp_ALL_DIS_PY,Per_Capita_Exp_ALL_AGDU_PY,Per_Capita_Exp_ALL_AGND_PY,Per_Capita_Exp_TOTAL_PY,CMS_HCC_RiskScore_ESRD_BY1,CMS_HCC_RiskScore_DIS_BY1,CMS_HCC_RiskScore_AGDU_BY1,CMS_HCC_RiskScore_AGND_BY1,CMS_HCC_RiskScore_ESRD_BY2,CMS_HCC_RiskScore_DIS_BY2,CMS_HCC_RiskScore_AGDU_BY2,CMS_HCC_RiskScore_AGND_BY2,CMS_HCC_RiskScore_ESRD_BY3,CMS_HCC_RiskScore_DIS_BY3,CMS_HCC_RiskScore_AGDU_BY3,CMS_HCC_RiskScore_AGND_BY3,CMS_HCC_RiskScore_ESRD_PY,CMS_HCC_RiskScore_DIS_PY,CMS_HCC_RiskScore_AGDU_PY,CMS_HCC_RiskScore_AGND_PY,N_AB_Year_ESRD_BY3,N_AB_Year_DIS_BY3,N_AB_Year_AGED_Dual_BY3,N_AB_Year_AGED_NonDual_BY3,N_AB_Year_PY,N_AB_Year_ESRD_PY,N_AB_Year_DIS_PY,N_AB_Year_AGED_Dual_PY,N_AB_Year_AGED_NonDual_PY,N_Ben_Age_0_64,N_Ben_Age_65_74,N_Ben_Age_75_84,N_Ben_Age_85plus,N_Ben_Female,N_Ben_Male,N_Ben_Race_White,N_Ben_Race_Black,N_Ben_Race_Asian,N_Ben_Race_Hisp,N_Ben_Race_Native,N_Ben_Race_Other,CapAnn_INP_All,CapAnn_INP_S_trm,CapAnn_INP_L_trm,CapAnn_INP_Rehab,CapAnn_INP_Psych,CapAnn_HSP,CapAnn_SNF,CapAnn_INP_Other,CapAnn_OPD,CapAnn_PB,CapAnn_AmbPay,CapAnn_HHA,CapAnn_DME,ADM,ADM_S_Trm,ADM_L_Trm,ADM_Rehab,ADM_Psych,chf_adm,copd_adm,pneu_adm,readm_Rate_1000,prov_Rate_1000,P_SNF_ADM,P_EDV_Vis,P_EDV_Vis_HOSP,P_CT_VIS,P_MRI_VIS,P_EM_Total,P_EM_PCP_Vis,P_EM_SP_Vis,P_Nurse_Vis,P_FQHC_RHC_Vis,N_CAH,N_FQHC,N_RHC,N_ETA,N_Fac_Other,N_PCP,N_Spec,N_NP,N_PA,N_CNS,Start_Date,Track1,Track2
A18256,2015,"Accountable Care Coalition of Southeast Wisconsin, LLC",Wisconsin,0,12211,0.0914,0.0287,17161508,17161508,7873056,93.63,16246,15464,187851980,170690472,,,50,46.81,92304,9391,13176,14051,92978,10703,12361,15275,94081,10440,13738,14840,86983,11255,11829,14015,14762,1.109,1.143,1.016,1.259,1.078,1.16,1.021,1.285,1.084,1.17,1.015,1.297,1.085,1.201,1.038,1.305,269,3346,1472,5438,11563,292,3364,1550,6357,4050,3858,2596,1707,6887,5324,7803,2988,411,644,43,322,5311,4593,535,289,71,763,2167,1,2856,3524,277,395,264,516,477,13,15,11,19,15,10,226,758,189,1231,401,864,228,9920,4312,3497,1496,614,0,9,0,0,1,132,251,74,0,1,4/1/12,1,0
A70756,2015,"Accountable Care Coalition of Coastal Georgia, LLC","Georgia, South Carolina",0,9459,0.0028,0.0305,263466,0,0,92.42,10196,9739,93411313,93147847,,,50,46.21,73735,9054,12195,8610,74636,9277,14462,8576,70261,9259,15141,8340,66723,10329,13731,8969,10167,1.001,1.183,1.079,1.055,1.023,1.138,1.095,1.037,0.994,1.154,1.102,1.032,0.96,1.15,1.043,1.047,112,1042,228,6266,9162,145,1143,217,7657,1579,4545,2332,1003,5080,4379,6725,2444,89,*,*,168,2920,2353,123,379,104,379,900,0,1782,3607,229,370,318,324,286,4,23,12,11,8,7,143,761,67,670,190,744,345,10860,5220,4897,725,18,0,0,0,0,0,35,49,11,0,0,4/1/12,1,0
A51059,2015,"Physicians Collaborative Trust of the Mississippi Gulf Coast, LLC",Mississippi,1,5137,-0.0076,0.0386,-362084,0,0,39.03,9579,9285,47930399,48292483,458808,0,50,0,69703,8495,14024,7976,77981,8847,12822,8046,67037,10046,10945,8275,67265,9804,12117,8808,9652,1.027,1.154,1.017,0.997,1.03,1.122,1.074,1.015,1.045,1.193,0.982,1.019,0.981,1.104,0.986,1.027,45,1064,309,4145,5004,39,895,323,3747,1071,2251,1374,441,3011,2126,4182,743,119,*,*,73,3074,2656,126,180,127,167,418,3,2066,2884,95,690,455,390,362,4,11,13,18,18,11,186,724,40,896,254,673,284,10037,4132,4472,1370,62,0,0,0,0,0,14,19,11,2,0,4/1/12,1,0
A20167,2015,North Country ACO,"New Hampshire, Vermont",1,6926,-0.0656,0.0341,-3822509,0,0,90.64,8631,8245,58312595,62135104,1714876,0,50,45.32,70176,7585,10430,7589,68634,7223,10727,7579,83298,8592,9720,8120,77737,8510,15117,8825,9197,0.985,0.902,0.915,0.899,1.161,0.901,0.892,0.888,0.998,0.878,0.823,0.886,0.981,0.982,0.988,0.961,14,960,209,4330,6756,19,1162,253,5323,1371,2878,1778,899,3807,3119,6773,13,*,*,*,118,2971,2703,8,152,111,83,793,0,3595,1298,135,369,231,250,236,0,7,7,11,13,11,130,826,55,794,35,257,125,8048,282,2621,585,4559,0,12,0,0,0,34,12,19,0,0,4/1/12,1,0
A55129,2015,"Oakwood Accountable Care Organization, LLC",Michigan,0,12610,0.1017,0.0284,15279768,15279768,6972349,93.13,12348,12865,150219772,134940004,,,50,46.56,90664,9883,14999,13207,89744,10971,16726,12728,98362,10388,15039,11545,82476,9520,14039,10532,11092,0.994,1.17,1.175,1.277,1.044,1.209,1.139,1.277,1.095,1.157,1.114,1.258,1.035,1.075,1.086,1.182,115,2393,839,8654,12165,103,2323,499,9240,2849,4870,3114,1777,7475,5135,10984,1123,134,79,13,277,3819,3316,190,284,86,208,1017,0,2156,3252,140,648,209,429,396,6,17,11,16,21,9,210,792,99,808,323,766,229,9883,4942,4267,665,9,0,0,0,0,8,160,376,63,2,0,7/1/12,1,0
A30913,2015,"Accountable Care Partners, LLC",Florida,1,6001,0.0009,0.036,54084,0,0,92.24,10219,9640,59808442,59754358,1619368,0,50,46.12,74746,8941,12424,8049,75881,9306,12616,8182,69050,9461,13012,8878,72227,10966,11709,9149,10210,0.926,1.13,1.106,1.025,1.045,1.161,1.107,1.078,1.035,1.149,1.082,1.074,1.046,1.199,1.108,1.123,46,672,215,3713,5852,67,764,238,4784,998,2855,1572,576,3449,2552,4668,1051,83,*,*,171,2830,2552,107,138,56,258,390,0,1701,4112,102,710,281,350,330,3,8,10,15,10,11,184,796,43,707,266,881,318,11206,4567,5957,676,6,0,0,0,0,0,32,9,17,0,0,7/1/12,1,0
A09897,2015,"Accountable Care Coalition of The Tri-Counties, LLC",South Carolina,0,4874,0.0927,0.0397,4839904,4839904,2097050,88.43,11046,11007,52211623,47371719,,,50,44.21,100300,10086,13231,9178,92184,9081,13538,8852,89077,9109,15767,9948,82838,9159,12527,9180,10022,1.04,1.068,1.038,1.006,1.027,1.035,1.034,1.032,1.024,1.065,1.101,1.032,0.967,1.057,1.053,1.045,77,927,305,4493,4727,46,675,178,3828,842,2166,1297,569,2890,1984,3279,1492,32,*,*,55,2978,2522,124,284,84,459,639,0,1678,3443,172,639,337,313,284,3,15,10,17,13,5,192,746,59,822,204,813,258,10353,4931,4794,577,52,0,0,1,0,1,25,26,6,0,0,7/1/12,1,0
A67345,2015,"WellStar Health Network, LLC",Georgia,0,40014,0.0314,0.023,12069640,12069640,5206697,88.04,9917,9597,384960777,372891137,,,50,44.02,61049,8130,14195,9385,66293,8202,14509,9691,72999,8546,11989,8047,72882,9867,11413,8365,9606,0.931,1.082,1.083,1.05,0.934,1.101,1.058,1.093,0.944,1.079,1.02,1.012,0.959,1.081,0.963,1.005,497,3727,679,26350,38818,601,4532,863,32822,6420,19180,10374,4040,23044,16970,33424,5251,301,250,24,764,2741,2525,102,99,58,291,493,0,2095,3456,233,413,253,298,284,2,5,7,17,11,11,174,750,47,690,217,750,317,9737,3084,5571,1075,7,0,0,0,0,11,259,1061,265,16,8,7/1/12,1,0
A88776,2015,MARYLAND ACCOUNTABLE CARE ORGANIZATION OF WESTERN MD LLC,"Maryland, Pennsylvania, West Virginia",1,5228,-0.0094,0.0383,-478092,0,0,89.48,9985,9484,50967836,51445928,1513576,0,50,44.74,83220,7464,9834,7910,99172,7785,11922,8673,65775,9523,12743,9346,96872,10868,13909,9255,10079,1.006,1.026,1.032,0.997,1.12,1.036,1.031,0.989,1.055,1.034,1.021,0.984,1.096,1.118,1.088,1.01,18,724,373,4326,5104,20,567,338,4180,711,2344,1542,631,2879,2349,5123,*,*,*,0,70,3615,3491,32,85,*,88,704,0,2788,2544,132,267,257,279,272,0,*,*,11,14,9,151,814,72,738,186,896,271,8717,3984,3609,1063,60,0,0,0,0,0,18,1,7,0,0,7/1/12,1,0
A47438,2015,MARYLAND ACCOUNTABLE CARE ORGANIZATION OF EASTERN SHORE LLC,"Delaware, Maryland",1,11775,-0.0676,0.0289,-7876555,0,0,81.34,10192,10104,116554945,124431500,1559176,0,50,40.67,74217,10522,12120,8367,81291,10615,12286,9118,71119,9822,12266,9321,80566,11692,14290,10208,10881,1.033,1.192,1.065,1.025,1.03,1.174,1.07,1.024,1.039,1.184,1.059,1.036,1.029,1.141,1.072,1.035,76,1259,547,8052,11436,55,1142,528,9711,1535,5512,3326,1402,7130,4645,9890,1580,36,*,*,238,3849,3564,12,239,44,135,786,0,2208,3506,138,416,281,290,273,0,13,4,13,14,11,159,819,75,636,211,693,318,10390,4302,5146,934,8,0,0,0,0,0,33,5,6,0,0,7/1/12,1,0
A64629,2015,"Florida Medical Clinic ACO, LLC",Florida,0,15053,-0.0068,0.027,-971237,0,0,90.93,9734,9499,142440501,143411738,,,50,45.46,62309,8568,10133,7978,66957,9453,12155,8524,68300,9911,13673,8859,79921,9110,13304,9267,9800,1.046,1.141,1.036,1.034,1.033,1.138,1.022,1.062,1.001,1.152,1.1,1.082,1.049,1.116,1.114,1.103,84,1437,370,10352,14634,93,1546,363,12632,2132,7171,4228,1522,8701,6352,13768,646,103,216,11,309,2491,2242,89,133,35,188,426,0,1474,4426,77,577,307,273,258,3,7,5,12,12,6,156,817,47,564,186,711,321,11819,4046,6727,1011,35,0,0,0,0,1,78,105,52,0,0,7/1/12,1,0
A82596,2015,"Accountable Care Coalition of Mount Kisco, LLC","Connecticut, New York",0,24299,-0.0263,0.0246,-5294451,0,0,86.37,8477,8126,201404265,206698716,,,50,43.18,81535,8723,10325,8077,82421,8241,8587,8078,72989,7517,9871,7741,88608,8938,11663,8291,8700,0.997,1.001,0.943,1.024,0.999,0.984,0.932,0.999,0.975,0.941,0.989,0.987,0.974,0.913,0.942,0.982,53,1497,301,16877,23759,84,1976,496,21203,2758,11344,7167,3030,13975,10324,22535,582,*,139,*,906,2664,2446,9,151,70,75,511,0,1454,3642,76,343,160,236,223,0,8,5,11,8,7,150,843,42,506,172,617,332,10049,3125,6140,769,15,0,0,0,0,0,110,343,48,3,0,4/1/12,1,0
A16226,2015,St. Thomas Medical Group PLLC,Tennessee,1,1529,0.0201,0.0772,260948,0,0,93.96,8702,8410,12996697,12735749,386548,0,50,46.98,82890,8512,12789,7556,74709,9663,13869,7888,79053,9256,15201,7457,70810,9734,15294,7788,8527,0.952,1.303,1.215,1.097,0.977,1.228,1.198,1.093,1.001,1.264,1.356,1.089,1.148,1.438,1.492,1.111,32,461,87,4527,1494,12,117,19,1346,139,714,474,202,862,667,1368,132,*,0,0,*,2429,2140,*,*,194,143,399,0,1400,3266,125,678,218,287,265,*,*,15,20,12,*,147,681,48,602,200,860,334,8361,2935,4566,*,*,0,0,0,0,0,15,16,2,0,0,7/1/12,1,0
A38110,2015,"Medical Practitioners For Affordable Care, LLC",Florida,0,13510,-0.06,0.0279,-7813370,0,0,89.42,9948,9413,130306742,138120112,,,50,44.71,68518,7882,11291,8506,70737,7773,10038,8424,64406,9005,10440,8754,64813,10001,14240,9752,10545,1.024,1.05,1.02,1.065,1.092,1.059,1.018,1.108,1.007,1.084,0.96,1.1,1,1.16,1.152,1.175,132,1616,373,9746,13099,151,1614,373,10962,2149,6071,3804,1486,7279,6231,12175,799,131,86,11,308,3036,2673,82,245,54,351,700,0,1458,4282,87,622,225,324,300,2,13,8,8,12,8,177,796,64,643,233,768,370,12317,4996,6053,1252,15,0,0,0,0,0,57,64,13,1,0,7/1/12,1,0
A61297,2015,"Harbor Medical Associates, PC",Massachusetts,1,9469,0.0188,0.0305,1618463,0,0,91.89,9260,9162,86283274,84664811,2125984,0,50,45.94,90198,9932,11978,9067,92008,9964,10551,8368,109458,10172,11350,8521,74206,9022,11998,8754,9086,1.079,1.113,1.119,1.046,1.05,1.096,1.067,1.054,1.079,1.098,0.989,1.036,1.058,0.996,1.048,1.017,35,611,164,7235,9318,37,708,153,8421,944,4531,2831,1163,5613,3856,9183,57,*,*,0,202,2837,2581,82,116,108,61,433,9,1825,3105,129,746,170,269,254,2,6,8,13,14,9,145,836,48,535,202,619,304,9844,3587,4935,1320,2,0,0,0,0,0,38,47,10,0,0,7/1/12,1,0
A44053,2015,"Texoma ACO, LLC",Texas,1,5597,-0.1685,0.0372,-8634237,0,0,97.19,9362,8915,51253935,59888172,1758448,0,50,48.59,61910,7946,13011,7983,84398,8981,11910,8138,71033,8240,14386,8585,71849,11375,15258,10359,10939,1.003,1.088,1.132,1.089,1.013,1.097,1.142,1.081,1.007,1.079,1.066,1.066,0.971,1.065,1.156,1.095,33,560,187,5666,5475,30,612,146,4686,752,2299,1795,751,3396,2201,5049,302,45,83,25,93,3742,2540,185,937,115,301,503,0,1441,3476,87,1260,276,326,249,6,56,15,8,6,11,140,768,48,634,175,762,315,10569,5051,5264,231,22,0,0,0,0,1,21,19,3,0,0,7/1/12,1,0
A87823,2015,"Beacon Health Partners, LLP",New York,0,28935,-0.0393,0.0241,-13070051,0,0,95.16,11816,12106,332820251,345890302,,,50,47.58,81224,10225,13689,11360,81483,9538,13417,11770,71100,10737,13423,11536,87876,10811,14168,11731,12280,1.047,1.166,1.065,1.293,1.069,1.145,1.061,1.289,1.062,1.14,1.084,1.285,1.056,1.034,1.105,1.21,109,1815,1178,13978,28168,194,2858,1363,23753,3783,12335,8190,4627,16685,12250,24941,1944,470,457,16,1107,3559,3294,7,189,86,163,1146,0,1725,5291,71,496,181,308,293,0,9,6,14,11,8,181,846,73,521,215,813,416,12763,4897,7447,412,6,0,0,0,0,0,122,202,35,0,0,7/1/12,1,0
A89093,2015,Mosaic Life Care,"Kansas, Missouri",0,13951,-0.005,0.02,-697450,0,0,96.11,10293,9659,139232002,139929453,,,60,57.66,74083,8590,11492,8377,66498,10028,15545,9849,74643,8912,13412,9189,80308,10311,15467,9656,10344,1.084,1.096,1.065,1.055,1.041,1.116,1.076,1.078,1.036,1.116,1.033,1.049,1.049,1.161,1.082,1.053,32,1219,279,8314,13527,89,1752,319,11367,2205,5954,3913,1879,7958,5993,13433,283,23,28,21,163,3631,3369,201,82,21,266,650,0,2891,2333,99,426,309,323,310,5,5,3,13,10,12,157,820,66,651,192,762,241,9227,3653,3803,1746,25,0,0,0,0,4,71,129,82,0,2,7/1/12,0,1
A97325,2015,John Muir Health Medicare ACO,California,0,24911,0.0253,0.0245,6987155,6987155,3305157,96.54,11305,11187,275633329,268646174,,,50,48.27,108112,11011,15957,10014,99896,10595,15485,10047,106945,11072,15632,10373,104013,11009,14325,10259,11018,1.086,1.048,1.06,1.009,1.048,1.038,1.022,0.993,1.045,1.015,1.06,0.991,1.065,1.033,1.013,0.993,125,1492,734,17279,24382,139,1806,1023,21415,2516,12256,6631,3508,14845,10066,21684,654,811,359,31,1372,3556,3354,11,155,59,254,821,1,1626,4295,110,615,173,242,232,0,5,5,12,6,5,146,801,52,585,179,575,317,10156,4015,5773,363,5,0,0,0,0,0,209,52,10,0,0,7/1/12,1,0
A65526,2015,Memorial Hermann Accountable Care Organization,Texas,0,50055,0.1401,0.022,89128773,89128773,41912527,95.97,13062,13043,636117708,546988936,,,50,47.98,114909,13458,15457,11032,110759,14515,15841,11251,96511,14785,16520,10961,87396,12264,14644,9776,11232,1.063,1.197,0.992,1.059,1.079,1.227,1.031,1.058,1.045,1.264,1.074,1.067,1.022,1.205,1.069,1.045,395,2880,2325,26916,48699,630,4349,2302,41418,6334,24922,13076,5723,29676,20379,39258,5573,2000,1348,49,1827,3816,2716,593,583,54,234,709,0,1884,3684,159,1040,235,336,282,16,32,7,13,9,8,177,742,55,629,211,805,332,10270,3940,5281,1035,14,0,0,0,0,17,353,177,67,5,2,7/1/12,1,0
A40874,2015,"Chautauqua Region Associated Medical Partners, LLC","New York, Pennsylvania",0,6872,0.0415,0.0343,2568905,2568905,1214439,96.48,9319,9084,61973384,59404478,,,50,48.24,70555,6261,9547,8032,71894,7007,10672,8086,63435,7928,12158,8598,63695,7664,11898,8420,8933,1.116,1.072,1.009,1.157,1.081,1.065,1.077,1.141,1.036,1.067,1.099,1.149,1.08,1.039,1.086,1.137,75,1975,562,4620,6650,49,1875,610,4116,2110,2219,1632,911,3728,3144,6459,163,*,102,*,129,2693,2377,*,172,130,153,745,0,1770,2831,176,487,355,299,273,*,11,14,*,9,*,157,837,75,877,195,803,251,9166,3724,3057,2380,6,0,0,0,0,14,62,93,44,3,0,7/1/12,1,0
A34413,2015,Triad HealthCare Network,North Carolina,0,35600,-0.0003,0.0234,-105754,0,0,99.81,9185,8645,316422343,316528097,,,50,49.91,61463,8129,11302,7319,63672,8630,12600,7574,66567,8078,13432,7542,69862,8759,10917,8199,9188,0.986,1.114,1.039,0.975,0.96,1.09,1.044,0.961,0.992,1.075,1.033,0.953,1.01,1.093,1.045,1.026,427,5842,1836,28674,34452,435,5549,1518,26950,7037,15165,8932,4466,20606,14994,28281,6399,240,157,30,493,2822,2504,131,141,71,268,723,0,1983,2762,130,465,276,318,298,4,8,9,19,9,11,166,763,72,736,237,730,279,9528,3875,4581,1067,5,0,0,0,0,6,387,760,157,0,0,7/1/12,1,0
A01334,2015,"AtlantiCare Health Solutions, Inc.",New Jersey,0,18847,-0.0887,0.0255,-15246772,0,0,98.59,9327,8920,171889571,187136344,,,50,49.3,80185,8285,12604,8497,88025,9316,13528,8286,78334,8554,12894,8357,80889,10002,14689,9396,10154,1.075,1.102,1.159,1.078,1.042,1.096,1.13,1.049,1.046,1.065,1.168,1.045,0.966,1.03,1.114,1.037,77,1478,417,11384,18430,135,2127,576,15592,2802,8928,5118,1999,10988,7859,16442,1623,221,*,*,357,3109,2748,63,265,58,180,423,0,1815,4107,68,402,252,296,276,1,13,4,12,10,6,144,804,41,616,206,842,317,10721,3844,6025,845,7,0,0,0,0,2,152,263,74,1,1,1/1/13,1,0
A52780,2015,Methodist Alliance for Patients and Physicians,Texas,0,14229,0.1156,0.0275,18718445,18718445,8328054,90.8,11715,12857,161942967,143224521,,,50,45.4,90346,12115,21083,11864,82176,10987,20456,11345,77835,12099,17169,10341,64759,11055,15240,9271,10361,1.03,1.224,1.137,1.081,1.009,1.258,1.194,1.083,1.006,1.281,1.157,1.068,0.987,1.14,1.045,1.005,198,1841,807,8244,13823,162,1746,499,11416,2341,6817,3539,1532,8452,5777,9923,3543,148,324,28,263,3255,2269,270,574,135,227,568,48,1670,3516,108,1064,203,298,239,9,31,14,12,9,7,154,716,43,727,188,910,347,9588,4098,4715,770,5,0,0,0,0,5,134,181,35,4,0,7/1/12,1,0
A15852,2015,"Genesis Accountable Care Organization, LLC","Illinois, Iowa",0,19787,-0.1009,0.0251,-16221510,0,0,87.69,8365,7955,160847476,177068985,,,50,43.85,58928,6753,10361,7168,60573,6741,10123,7246,70145,6840,9714,7618,67564,8981,11467,8661,9208,0.983,0.957,0.951,0.97,1.031,0.961,0.946,0.973,1.036,0.966,0.922,0.994,0.979,1.072,0.927,0.977,112,2571,697,15386,19229,136,2321,637,16136,3083,8695,5497,2512,11171,8616,18378,810,*,164,*,342,2839,2581,76,144,43,239,766,0,2076,2632,97,506,257,320,305,3,8,5,14,11,14,171,785,73,751,225,704,254,8336,3440,3348,1166,382,2,8,2,0,7,126,145,51,0,0,7/1/12,1,0
A91882,2015,Revere Health,"Arizona, Nevada, Utah",0,15909,0.0883,0.0266,13911028,13911028,6300913,92.44,10181,10530,157529176,143618147,,,50,46.22,63278,8886,13081,10426,69868,9316,13982,9637,77596,8994,12371,10076,62213,8644,13030,8923,9282,1.039,1.277,1.112,1.156,1.013,1.189,1.096,1.101,1.072,1.223,1.051,1.105,1.029,1.06,0.999,1.048,65,767,112,7395,15473,91,1415,261,13706,1936,7278,4884,1811,8567,7342,15428,26,69,117,47,222,2486,2240,114,100,46,301,856,0,1692,2936,63,689,430,240,225,3,5,7,6,3,9,104,745,71,586,127,571,308,8069,3456,3149,1452,13,0,0,0,0,0,70,123,68,3,0,7/1/12,1,0
A05872,2015,WESTMED Medical Group,"Connecticut, New York",0,12431,0.0238,0.0285,2785036,0,0,95.22,9619,9383,116959814,114174779,,,50,47.61,87241,9248,9536,8776,71344,9183,7910,8780,70896,8693,11621,8970,74522,9759,9686,9017,9390,0.973,1.014,0.946,1.036,0.988,1.022,0.921,1.035,0.943,0.995,0.899,1.029,0.912,0.986,0.945,1.024,69,777,313,10385,12160,55,895,407,10803,1272,5649,3454,2056,7529,4902,10405,1105,*,291,*,493,2775,2412,70,226,81,150,580,0,1434,4018,91,465,128,218,199,4,10,5,7,7,6,129,812,45,452,152,700,267,10875,3582,6560,724,9,0,0,0,0,0,80,175,29,0,0,7/1/12,1,0
A46043,2015,"Circle Health Alliance, LLC","Massachusetts, New Hampshire",0,11455,0.0453,0.0291,5784002,5784002,2755899,97.24,11440,10850,127659767,121875765,,,50,48.62,102336,8823,12554,10004,87144,9081,13737,10813,83536,9616,11416,9947,87887,9450,13820,10397,10922,1.032,1.113,0.915,1.076,1.095,1.1,0.933,1.079,1.036,1.147,0.974,1.082,1.029,1.088,0.966,1.109,51,2140,725,5047,11159,74,3167,907,7010,3570,4450,2321,1114,6550,4905,9961,*,554,459,*,289,3968,3342,60,350,243,163,923,8,2422,2761,227,653,201,384,340,2,19,23,20,14,11,191,805,86,837,270,716,425,9298,3614,4170,1141,373,0,3,0,0,1,233,198,92,0,1,7/1/12,1,0
A10273,2015,"BJC HealthCare ACO, LLC","Illinois, Missouri",0,39778,-0.0104,0.023,-3524732,0,0,97.66,8755,8356,338885344,342410075,,,50,48.83,72847,8149,12807,7407,71312,8739,12399,7489,68948,8641,14340,7499,73597,9567,11804,8026,8846,1.016,1.085,1.034,1.023,1.021,1.1,1.094,1.024,1.018,1.104,1.122,1.029,1.04,1.121,1.075,1.038,304,4279,646,31602,38709,329,4722,764,32894,6155,17876,10989,4758,23384,16394,35178,3768,140,48,17,627,2712,2390,42,238,59,154,364,0,2281,2777,91,373,264,303,279,1,14,9,13,9,7,168,712,44,742,190,733,269,8354,2745,4291,821,497,3,0,7,0,34,251,476,92,0,3,7/1/12,1,0
A64218,2015,"MPS ACO Physicians, LLC",Connecticut,1,5969,-0.0457,0.0361,-3273596,0,0,81.8,12371,11694,71592300,74865896,1737700,0,50,40.9,105118,8993,15040,10548,96152,9194,14989,10282,93778,9464,13448,10782,84979,11611,16610,11588,12937,1.048,1.115,1.114,1.138,1.058,1.106,1.078,1.076,1.048,1.091,1.099,1.107,1.077,1.119,1.121,1.13,47,908,961,4752,5787,39,794,976,3978,942,2086,1712,1229,3352,2617,5506,211,*,67,*,125,4017,3710,141,37,172,296,1987,0,2141,3550,275,962,239,392,373,4,2,14,15,16,16,175,864,166,968,327,796,247,11367,4547,4500,2315,6,0,0,0,0,0,20,2,9,0,0,7/1/12,1,0
A70411,2015,"Torrance Memorial Integrated Physicians, LLC",California,0,14951,0.0038,0.027,666064,0,0,87.65,12179,12300,176567262,175901198,,,50,43.82,81390,11843,12104,9581,83164,13441,14614,10089,84459,13923,14314,10133,88398,15884,16225,10157,12133,0.991,1.183,0.976,1.031,0.955,1.263,1.01,1.048,1.001,1.274,1.013,1.052,1.007,1.315,1.111,1.029,260,1000,1628,11405,14497,220,818,1116,12344,1398,6649,4623,2281,8320,6631,11161,817,1321,*,*,1313,3666,3278,157,144,120,289,1199,0,1922,4519,176,681,200,299,280,4,6,9,10,6,5,180,763,79,530,219,605,366,12205,4064,7079,1058,5,0,0,0,0,4,97,410,17,0,0,7/1/12,1,0
A12621,2015,CHS ACO,"Illinois, Massachusetts",0,9433,0.0146,0.0306,1446593,0,0,94.69,10815,11514,98967347,97520754,,,50,47.34,96237,10513,17266,9992,95176,10028,16716,9724,86547,10374,15610,9849,87956,10457,16441,9713,10657,1.042,1.22,1.102,1.074,1.096,1.139,1.086,1.069,1.061,1.113,1.052,1.067,1.01,1.078,0.992,1.032,131,2045,821,7150,9151,56,1631,452,7012,1999,4264,2173,997,5467,3966,7163,1333,*,429,*,312,3469,2955,235,235,118,159,1286,0,2128,2897,120,819,209,352,322,5,13,12,13,9,8,185,820,100,675,249,600,218,9200,4147,4135,866,51,0,10,0,0,12,245,186,19,1,0,7/1/12,1,0
A91115,2015,"John C. Lincoln Accountable Care Organization, LLC",Arizona,0,15544,-0.1305,0.0268,-17482058,0,0,93.62,8904,8768,133939003,151421061,,,50,46.81,61665,8983,12467,7926,60441,8540,12069,8305,67527,7910,12070,8255,80379,10641,14597,9385,10066,1.1,1.183,1.035,0.981,1.042,1.165,1.09,0.987,1.081,1.144,1.067,0.986,0.992,1.106,0.944,0.965,70,952,92,8727,15043,104,1368,220,13352,2096,8500,3547,1401,8425,7119,14360,407,115,177,74,411,3134,2791,82,238,73,235,608,0,1464,4306,78,342,193,299,278,2,12,7,8,6,7,190,777,58,633,211,916,361,9943,3505,5413,1015,10,0,0,0,0,30,154,320,50,0,0,7/1/12,1,0
A03202,2015,"Augusta Care Partners, LLC",Virginia,0,8253,-0.0221,0.0317,-1327131,0,0,94.55,7499,7304,60023023,61350154,,,50,47.27,62724,7059,8310,6497,74067,6567,9451,6799,64028,6568,8019,6948,62259,8045,9553,7134,7664,0.971,1.033,0.939,0.954,1.052,1.046,0.995,0.942,1.023,1.028,0.956,0.911,1.044,1.047,0.94,0.932,57,1347,390,5381,8005,42,1323,301,6339,1630,3877,2060,686,4818,3435,7619,500,*,*,*,115,2361,2161,*,68,118,180,305,0,2283,2093,120,269,232,254,239,*,*,11,15,8,6,143,780,42,712,162,681,217,8359,3188,3697,980,494,0,2,0,0,5,97,218,66,1,0,1/1/14,1,0
